smiles
C=C1CC2CCC(C1)N2CC1=NOC(C)=N1
CC1=CC(C)=NC(N2CC(C)OC(C)C2)=N1
C1=NC(N2CCSCC2)=C2CCCC2=N1
C1=NC(N2CCSCC2)=CC(C2CC2)=N1
C1=NC=C(N2CCN(C3CCC3)CC2)N=C1
CN(CC1CCC1)C1=CC(=O)N(C)C(=O)N1
CC1=NN(CC2CCOCC2)C(=O)C=C1
CC(C)N1CCC(N2N=C(C(C)(C)C)C=CC2=O)C1=O
CC(C)(C)C1=NN(CC2CCOC2)C(=O)C=C1
O=C1C=CC(C2CC2)=NN1CC1CNC1
CN1CC(CN2/N=C3/CCC/C3=C/C2=O)CC1=O
O=C1C=C2COCCC2=NN1CCN1CCCC1
CC1=CC(N2CCC(O)(C(F)(F)F)C2)=NC(C2CC2)=N1
CC1=NC=NC(N2CC3CCC2C3)=C1C
NC1CCC(N2N=C(C3CC3)C=CC2=O)CC1
O=C1NN=C(C2CC=CC2)N1CC1CCCO1
CN1CCC(COC2=NC=CC=N2)CC1
CC1=CC(OCC2CCCN2)=NC(C)=N1
CC1=CC(C)=NC(OC2CN3CCC2CC3)=N1
CC1=CC(C)=NC(OCC2CCCN2)=N1
CC1=CC(C)=NC(OC2CCNCC2)=N1
CN1C2CCC1CC(OC1=NC=C(Br)C=N1)C2
FC1=CN=C(OC2CN3CCC2CC3)N=C1
CN(C)C1CCC(OC2=NC=C(F)C=N2)CC1
CN(C)C1CCCC1OC1=NC=C(F)C=N1
CN1C2CCC1CC(OC1=NC=C(Cl)C=N1)C2
FC(F)(F)C1=CC=NC(OC2CN3CCC2CC3)=N1
CC1=NN=C(OCC2CCCCN2C)C=C1
CC1=CC=C(OC2CC3CCC(C2)N3C)N=N1
CC1=CC=C(OC2CN(C(C)(C)C)C2)N=N1
CN(C)C1COCC1OC1=NC=CS1
