smiles
CC(C)C1=C(F)C(=O)NC(N2CCNCC2)=N1
CC(C)(C)C1=NN(C2CCNCC2)C(=O)C=C1
O=C1C=CC(C2CC2)=NN1C1CCNCC1
Cl.O=C(O)C1CCN(C2=CC3=C(CCC3)N=N2)CC1
CC1=NC=NC(N2CC3CNCC3C2)=C1.Cl.Cl
CC(C)(C)C1=NN=C(OCC2CCNC2)C=C1
CC1=NC(N2CCC(C(F)(F)F)CC2)=CC=N1
CN1CCN(C2CCN(C3=NC=C(F)C=N3)CC2)C1=O
C1=NC(C2CCC2)=CC(N2CCNCC2)=N1
Cl.O=C(O)C1CCCN(C2=NN=C(C3CC3)C=C2)C1
CC1=C(C)C(OCC2CCNCC2)=NC=N1
CC1=CC(OCC2CCNCC2)=NC=N1
CC1=NC(C2CC2)=NC(N2CCNCC2)=C1
CC1=NC(C2CC2)=NC(N2CCNCC2)=C1C
CC1=NC(N2CCNCC2)=C(C)C(C)=N1
CCC1=C(N2CCNCC2)N=C(C)N=C1C
FC(F)(F)C1=CC(N2CCNCC2)=NC(C2CC2)=N1
CC1=NC2=C(CCC2)C(N2CCNCC2)=N1
CCC1=NC=NC(N2CC3CNCC3C2)=C1F
Cl.Cl.O=C1C=C(C2CC2)N=C(N2CCNCC2)N1
CC1=C(F)C(=O)NC(N2CC3CNCC3C2)=N1.Cl.Cl
CC(CC(=O)O)N1C=NC2=C1CCCC2.Cl
CCC1=NC2=C(CCCC2)N1CC(=O)O.Cl
CC(CN1C=NC2=C1CCCC2)C(=O)O.Cl
CC(C)(C)C1=NC=CC(N2CCNCC2)=N1.Cl.Cl
CC(C)C1=NC=CC(N2CCNCC2)=N1.Cl.Cl
O=C1C=CC(C2CC2)=NN1CC1CCNCC1
CN(CC1CCNCC1)C1=NC=CC=N1.Cl.Cl
Cl.Cl.FC1=C(OC2CC3CCC(C2)N3)N=CN=C1
CC1=CN=C(N(C)CC2CCNCC2)N=C1.Cl.Cl
CC1=CN=C(N(C)C2CCCNC2)N=C1.Cl.Cl
CN1C(=O)C=CN(CC2CCNCC2)C1=O.Cl
CN1C(=O)C=CN(C2CCCN(C3CCNC3=O)C2)C1=O
OC1CCC1NC1=CC(C2CC2)=NC=N1
CC(C)(C)C1=NN=C(NC2CCC2O)C=C1
CC1=NC(N(C2CC2)C2CCC2O)=CC=N1
CN(C)C1=CC=NC(N(C)C2CCC2O)=N1
OC1CCCCC1N1C=C(Cl)C=N1
OC1(CN2C=C(Cl)C=N2)CCOCC1
C1=NC(CN2CCC(=C3CC3)CC2)=NO1
CC1=NC(C(F)(F)F)=CC(N2CC3COCC(C3)C2)=N1
FC(F)(F)C1CCN(CC2=CN=CC=N2)CC1
OC1CC2CCC(C1)N2CC1=CC=CC=N1
OC1CC2CCC(C1)N2CC1=COC=C1
OC1CC2CCC(C1)N2CC1=CN=CC=N1
CC1=NC(C2CC2)=NC(N2CCC(O)CC2)=C1
OC1CCCN(C2=CC(C3CCC3)=NC=N2)C1
OC1CCCN(C2=NC=NC3=C2CCCC3)C1
C1=NC(N2CCOCC2)=CC(C2CCC2)=N1.Cl
C1=C(C2CC2)N=NC(N2CCOCC2)=C1
C1=NC(C2CC2)=NC(N2CCOCC2)=C1
OC1(CN2CCC3=C(C=CS3)C2)CCOCC1
CC1=NOC(CN2CCC(C#N)CC2)=C1
CC1=NC(C2CC2)=NC(N2CCN(C)CC2)=C1
CN(C)C1=NC=NC(N2CCCC2CO)=C1
C1=CC=C(N2CCN(C3CCSC3)CC2)N=C1
C1=CC=C(N2CCN(C3CCOCC3)CC2)N=C1
CC1=NC(C(F)(F)F)=CC(N2CCCN(C)CC2)=N1
CC(C)N1CCN(C2=CN=CC=N2)CC1
CC1=CC=NC(N2CCN(C(C)C)CC2)=N1
CC1=C(N2CCN(C(C)C)CC2)N=CC=N1
CC1=NC(N2CCC(N(C)C)CC2)=CC=N1
CC1=NC(N2CCC(N(C)C)CC2)=CN=C1
C=C1CC2CCC(C1)N2CC1=C(C)ON=C1C
C=C1CC2CCC(C1)N2C1=NN=C(C)S1.Cl
C=C1CC2CCC(C1)N2CC1=C(C)ON=C1
C=C1CC2CCC(C1)N2CC1=CC(C)=NO1
C=C1CC2CCC(C1)N2CC1=NN=C(C)N1C
C=C1CC2CCC(C1)N2CC1=NN=C(C)O1
